endTime,artistName,trackName,msPlayed
2023-08-24 06:12,Garry Sandhu,Yeh Baby,26036
2023-08-24 06:13,Queen,Bohemian Rhapsody,76518
2023-08-24 06:15,The Kid LAROI,STAY (with Justin Bieber),106132
2023-08-24 06:23,Ayushmann Khurrana,Pani Da Rang - Male Vocals,466161
2023-08-24 06:25,Klaus Badelt,"He's a Pirate (from ""Pirates of the Caribbean: Curse of the Black Pearl"") - From ""Pirates of the Caribbean: The Curse Of the Black Pearl""/Score",58647
2023-08-24 06:29,Timbaland,Give It To Me,231665
2023-08-24 06:29,The Weeknd,The Hills,4673
2023-08-24 06:31,Cobra Starship,You Make Me Feel... (feat. Sabi),1120
2023-08-24 07:44,Justin Bieber,All Around The World,1384
2023-08-24 07:44,Cobra Starship,You Make Me Feel... (feat. Sabi),14974
2023-08-24 07:47,Jstar,Gabhru,215124
2023-08-24 07:47,USHER,DJ Got Us Fallin' In Love (feat. Pitbull),4017
2023-08-24 07:47,Don Omar,Danza Kuduro,3710
2023-08-24 07:50,Heuss L'enfoiré,Moulaga,179868
2023-08-24 07:55,Jennifer Lopez,On The Floor,284866
2023-08-24 07:58,Chris Brown,Under The Influence,11450
2023-08-24 07:58,David Guetta,Play Hard (feat. Ne-Yo & Akon),201000
2023-08-24 08:02,Pitbull,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte),222520
2023-08-24 08:05,Justin Bieber,Beauty And A Beat,202019
2023-08-25 09:21,Sukhbir,Oh Ho Ho Ho (Remix),244416
2023-08-25 09:24,Justin Bieber,Boyfriend,171333
2023-08-25 09:27,Pitbull,Time of Our Lives,229360
2023-08-25 09:31,Robin Schulz,Sugar (feat. Francesco Yates),219043
2023-08-25 09:34,Heuss L'enfoiré,Moulaga,179868
2023-08-25 09:37,The Wanted,Chasing The Sun,198800
2023-08-25 09:37,Justin Bieber,Sorry,14256
2023-08-25 09:40,Guru Randhawa,"Kaun Nachdi (From ""Sonu Ke Titu Ki Sweety"")",183373
2023-08-25 09:43,Sean Kingston,Eenie Meenie,27422
2023-08-25 09:43,Shouse,Love Tonight (David Guetta Remix Edit),158095
2023-08-27 11:40,Shubh,Cheques,383
2023-08-27 11:40,Shubh,Still Rollin,308
2023-08-27 11:43,Shubh,Cheques,183756
2023-08-27 11:45,Shubh,Dior,1607
2023-08-27 11:45,Shubh,Ruthless,136408
2023-08-27 11:45,Shubh,Elevated,2036
2023-08-27 11:48,Shubh,Baller,148188
2023-08-27 11:48,Shubh,Offshore,1846
2023-08-27 11:48,Shubh,OG,1120
2023-08-27 11:48,Shubh,Still Rollin,30038
2023-08-27 11:49,Shubh,Still Rollin,2430
2023-08-27 11:50,Shubh,We Rollin,9767
2023-08-27 11:53,Shakira,"Whenever, Wherever",196160
2023-08-27 11:57,Diljit Dosanjh,Los Angelas(La),220464
2023-08-27 12:01,Wajid,Soni De Nakhre,261013
2023-08-27 12:04,Akon,Bananza (Belly Dancer),195995
2023-08-27 12:10,Shankar-Ehsaan-Loy,Jhoom Barabar Jhoom,330000
2023-08-27 12:11,Shankar-Ehsaan-Loy,Jhoom Barabar Jhoom,1841
2023-08-27 12:14,Imran Khan,Amplifier,232906
2023-08-27 12:20,Shankar Mahadevan,Koi Kahe Kehta Rahe,346200
2023-08-27 12:21,50 Cent,Ayo Technology,17764
2023-08-27 12:53,Javed-Mohsin,Zihaal e Miskin,243953
2023-08-27 12:56,Yo Yo Honey Singh,Love Dose,217988
2023-08-27 12:56,Sukhwinder Singh,Taal Se Taal - Western Version,763
2023-08-27 12:56,King,Maan Meri Jaan,1124
2023-08-27 13:02,Anand Raj Anand,Kiya Kiya,302210
2023-08-27 13:05,Badshah,Players,171272
2023-08-27 13:17,Guru Randhawa,"High Rated Gabru (From ""High Rated Gabru"")",81916
2023-08-27 13:20,Salim–Sulaiman,Tujh Mein Rab Dikhta Hai - II,19077
2023-08-27 13:20,Wajid,Soni De Nakhre,1741
2023-08-27 13:20,Yo Yo Honey Singh,Paris Ka Trip,196430
2023-08-27 13:21,Yo Yo Honey Singh,"Yaar Naa Miley (From ""Kick"")",592
2023-08-27 13:21,Sukhbir,Oh Ho Ho Ho (Remix),1569
2023-08-27 13:21,Badshah,"Sajna, Say Yes To The Dress",11414
2023-08-27 13:21,Ayushmann Khurrana,Pani Da Rang - Male Vocals,23
2023-08-27 13:25,Ayushmann Khurrana,Pani Da Rang - Male Vocals,240786
2023-08-27 13:29,Yo Yo Honey Singh,"Yaar Naa Miley (From ""Kick"")",243206
2023-08-27 13:33,Pritam,Ye Ishq Hai,280974
2023-08-27 13:34,Yo Yo Honey Singh,Lungi Dance,1815
2023-08-27 13:34,A.R. Rahman,Param Sundari,2537
2023-08-27 13:34,Sunidhi Chauhan,Sheila Ki Jawani,1785
2023-08-27 13:34,Salim–Sulaiman,Haule Haule,1415
2023-08-27 13:34,Vishal Dadlani,Jee Le Zaraa,2392
2023-08-27 13:34,Aastha Gill,Kamariya,1461
2023-08-27 13:34,Vishal Mishra,"Kaise Hua (From ""Kabir Singh"")",2290
2023-08-27 13:34,Javed-Mohsin,"Kabhii Tumhhe (From ""Shershaah"")",1642
2023-08-27 13:34,Javed-Mohsin,Pal,10595
2023-08-27 13:37,Guru Randhawa,Moon Rise,174056
2023-08-27 13:40,Yo Yo Honey Singh,Dheere Dheere,212412
2023-08-27 13:41,Ajay-Atul,Chikni Chameli,5296
2023-08-27 13:41,King,Tu Aake Dekhle,2043
2023-08-27 13:41,A.R. Rahman,Tere Bina,1777
2023-08-27 13:41,A.R. Rahman,Tere Bina,2470
2023-08-27 13:41,Himesh Reshammiya,Hookah Bar,4934
2023-08-27 13:41,Sachin-Jigar,Saibo,2383
2023-08-27 13:41,Sachin-Jigar,Saibo,3435
2023-08-27 13:42,Yo Yo Honey Singh,Blue Eyes,90000
2023-08-27 13:45,Yo Yo Honey Singh,Blue Eyes,2505
2023-08-27 13:50,Shreya Ghoshal,Nagada Sang Dhol,273256
2023-08-27 13:53,Badshah,Proper Patola,178604
2023-08-27 13:54,Gajendra Verma,Mann Mera,2000
2023-08-27 13:54,Vishal Mishra,Manjha,1979
2023-08-27 13:54,Darshan Raval,Ek Tarfa,1536
2023-08-27 13:54,Madan Mohan,Main Yahaan Hoon,58981
2023-08-27 13:54,Ayushmann Khurrana,"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")",1342
2023-08-27 13:54,Haricharan,Tere Rang,2200
2023-08-27 13:59,Sukhwinder Singh,Dard - E - Disco,268712
2023-08-27 14:02,Aditya A,Chaand Baaliyan,1576
2023-08-27 14:02,Guru Randhawa,"Lagdi Lahore Di (From ""Street Dancer 3D"")",1549
2023-08-27 14:02,Rashid Ali,Kabhi Kabhi Aditi,218836
2023-08-27 14:02,KK,"Kya Mujhe Pyar Hai (From ""Woh Lamhe"")",4304
2023-08-27 14:02,Gaurav Chatterji,"Kaise Ab Kahein - From ""Gutar Gu""",1670
2023-08-27 14:02,Yo Yo Honey Singh,Desi Kalakaar,1686
2023-08-27 14:03,Anand Raj Anand,Ucha Lamba Kad,1607
2023-08-27 14:03,Vismay Patel,Pal Behta Jaaye,1330
2023-08-27 14:03,KK,"Ajab Si (From ""Om Shanti Om"")",743
2023-08-27 14:03,KK,"Ajab Si (From ""Om Shanti Om"")",1230
2023-08-27 14:03,Badshah,Jugnu,1077
2023-08-27 14:03,A.R. Rahman,Maahi Ve,1358
2023-08-27 14:03,A.R. Rahman,Maahi Ve,2455
2023-08-27 14:03,Vishal Mishra,Pehla Pyaar,1640
2023-08-27 14:06,Yo Yo Honey Singh,"Dil Chori (From ""Sonu Ke Titu Ki Sweety"")",226696
2023-08-27 14:09,Harrdy Sandhu,Kya Baat Ay,179444
2023-08-27 14:13,Vishal Dadlani,One Two Three Four (Get On The Dance Floor),1458
2023-08-27 14:13,Vishal Dadlani,One Two Three Four (Get On The Dance Floor),200795
2023-08-27 14:13,Sadhana Sargam,Saat Samundar Paar Happy,1800
2023-08-27 14:16,Sadhana Sargam,Saat Samundar Paar Happy,183736
2023-08-27 14:19,Javed-Mohsin,"Nikamma (From ""Nikamma"")",2385
2023-08-27 14:19,Timbaland,Give It To Me,192055
2023-08-27 14:19,Guru Randhawa,Naach Meri Rani,13572
2023-08-27 14:20,Abhijeet,Tumhe Jo Maine Dekha,1812
2023-08-27 14:20,Vishal-Shekhar,"Besharam Rang (From ""Pathaan"")",1082
2023-08-27 14:20,Pritam,Teri Ore,1532
2023-08-27 14:20,The PropheC,Dilawara,1248
2023-08-27 14:23,Sanam,Gulabi Aankhen,197759
2023-08-27 14:24,Vishal Mishra,"Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"")",1080
2023-08-27 14:24,Ayushmann Khurrana,Saadi Galli Aaja,1557
2023-08-27 14:24,King,OOPS,1615
2023-08-27 14:24,Denny,Chale Jaana Phir (Humko Tere Bina),2024
2023-08-27 14:24,Vishal-Shekhar,Desi Girl,1391
2023-08-27 14:24,Meet Bros Anjjan,Baby Doll,56040
2023-08-27 14:24,Amit Trivedi,"Ghodey Pe Sawaar (From ""Qala"")",1280
2023-08-27 14:24,Badshah,Genda Phool (feat. Payal Dev),1487
2023-08-27 14:29,Vishal-Shekhar,Desi Girl,306986
2023-08-27 14:38,Vishal Mishra,"Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"")",2776
2023-08-28 09:41,Shakira,Hips Don't Lie (feat. Wyclef Jean),57370
2023-08-31 08:33,Imran Khan,Aaja We Mahiya,232066
2023-08-31 08:35,Bhalwaan,Sift,118762
2023-08-31 08:35,AP Dhillon,Insane,6747
2023-08-31 08:35,Surjit Bindrakhia,Tera Yaar Bolda,0
2023-08-31 08:36,Panjabi MC,Dhol Jageero Da,8676
2023-08-31 08:36,A.S. Kang,Aish Karo,21004
2023-08-31 08:36,Lehmber Hussainpuri,Sadi Gali,7100
2023-08-31 08:36,Malkit Singh,Kali Ainak,41901
2023-08-31 08:37,Yo Yo Honey Singh,Gur Nalo Ishq Mitha - The Yoyo Remake,23429
2023-08-31 08:37,Guru Randhawa,"Morni Banke (From ""Badhaai Ho"")",3163
2023-08-31 08:37,Kamal Heer,Kanthay Vala,2246
2023-08-31 08:37,Rishi Rich,Dance With You - Original Version,1972
2023-08-31 08:38,Imran Khan,Imaginary,74987
2023-08-31 08:38,Panjabi MC,Main Hogaya Sharabbi,1728
2023-08-31 08:41,Lehmber Hussainpuri,Mera Mahi Tu Pateya,151015
2023-08-31 08:43,Gurdas Maan,Dil Hona Chahida Jawan,136131
2023-08-31 08:43,Jay Sean,Eyes On You - Radio Mix,3867
2023-08-31 08:43,Kamal Heer,Kihnu Yaad Kar Kar Hasdi,1962
2023-08-31 08:43,Rishi Rich,Over You,24475
2023-08-31 08:44,Diljit Dosanjh,Rivalwar,4724
2023-08-31 08:44,Bally Sagoo,Aaja Nachle,30001
2023-08-31 08:44,Panjabi MC,Mundian To Bach Ke,2134
2023-08-31 08:44,Lehmber Hussainpuri,Je Jatt Remix,894
2023-08-31 08:45,Balvir Boparai,De De Gerha,1619
2023-08-31 08:45,Jay Sean,Nakhre (Eyes on You 2),4804
2023-08-31 08:45,Panjabi MC,Moorni,2039
2023-08-31 08:45,Bally Sagoo,Aaja Nachle,24880
2023-08-31 08:45,Arjun,Punjabi Mashup,1296
2023-08-31 08:45,Navraj Hans,"Mundiyan (From ""Baaghi 2"")",971
2023-08-31 08:45,Gurdas Maan,Challa - Spotify Singles,9043
2023-08-31 08:45,Rishi Rich,Bhare Bazaar,330
2023-08-31 08:45,Diljit Dosanjh,Parhaee,794
2023-08-31 08:46,Diljit Dosanjh,Smile,1841
2023-08-31 08:46,Rajvir Jawanda,Kangani,763
2023-08-31 08:46,PBN & Raj Bains,Phatte Chuk Di,41127
2023-08-31 08:47,Panjabi MC,Jogi,65790
2023-08-31 08:48,Surjit Bindrakhia,Mukhda Dekh Ke,3659
2023-08-31 08:48,Gurdas Maan,Dil Da Mamla Trap Mix,48554
2023-08-31 08:48,DJ Sanj,Sohne Lenghe Waliye,2554
2023-08-31 08:49,Rishi Rich,Push It Up - Bhangraton Version,4735
2023-08-31 08:50,Lehmber Hussainpuri,Boliyan,67603
2023-08-31 08:50,Diljit Dosanjh,Number 5,38763
2023-08-31 08:50,Dr Zeus,Ah Ni Kuria,5286
2023-08-31 08:51,Rishi Rich,Lost,404
2023-08-31 08:51,Rishi Rich,Lost,46
2023-08-31 08:51,Lakhwinder Lucky,Dak Bangla,2026
2023-08-31 08:51,Diljit Dosanjh,Malki Keemaan,5850
2023-08-31 08:51,Diljit Dosanjh,Malki Keemaan,186
2023-08-31 08:51,Malkit Singh,Gureh Nalon Ishq,4215
2023-08-31 08:51,Surjit Bindrakhia,Jatt Di Pasand,832
2023-08-31 08:51,Surjit Bindrakhia,Jatt Di Pasand,8361
2023-08-31 08:51,Bally Sagoo,Mera Laung Gawacha,2170
2023-08-31 08:51,Bally Sagoo,Mera Laung Gawacha,2727
2023-08-31 08:51,Kamal Heer,Nachne Nu Kare Mera Ji,1522
2023-08-31 08:52,Panjabi MC,Dhol Jageero Da,2530
2023-08-31 08:52,Panjabi MC,Dhol Jageero Da,726
2023-08-31 08:52,Rajvir Jawanda,Putt Jatt Da,2079
2023-08-31 08:52,Shubh,Baller,9017
2023-08-31 08:52,Ammy Virk,Wang Da Naap,1766
2023-08-31 08:52,Malkit Singh,Chal Hun,1247
2023-08-31 08:52,A.S. Kang,Aish Karo,656
2023-08-31 08:52,Guru Randhawa,"Morni Banke (From ""Badhaai Ho"")",1445
2023-08-31 08:52,Guru Randhawa,"Lahore (From ""Lahore"")",0
2023-08-31 08:52,Sukhbir,OH HO HO HO (Original Song),752
2023-08-31 08:52,Yo Yo Honey Singh,Gur Nalo Ishq Mitha - The Yoyo Remake,23
2023-08-31 08:52,Diljit Dosanjh,Peaches,3506
2023-08-31 08:52,Gurdas Maan,Dil Da Mamla Hai,20907
2023-08-31 08:52,Harjit Harman,Mittraan Da Naa Chalda,8306
2023-08-31 08:52,Shamur,Let The Music Play - Original Vocal Mix,890
2023-08-31 08:52,Jasmine Sandlas,Ittar,3627
2023-08-31 08:52,Dr Zeus,Mera Deewanapan,4674
2023-08-31 08:52,Dr Zeus,Mera Deewanapan,0
2023-08-31 08:52,Garry Sandhu,Dhol,1354
2023-08-31 08:53,Imran Khan,Satisfya,2012
2023-08-31 08:53,Laddi Chahal,Rubicon Drill,42804
2023-08-31 08:53,The Bilz,2step Bhangra (feat. so D & Kashif),14491
2023-08-31 08:54,Diljit Dosanjh,G.O.A.T.,8301
2023-08-31 08:54,Guru Randhawa,"High Rated Gabru (From ""High Rated Gabru"")",736
2023-08-31 08:56,Ayushmann Khurrana,Pani da Rang (Male),150049
2023-08-31 08:59,Yo Yo Honey Singh,Brown Rang,198878
2023-08-31 09:00,Sukhbir,Gal Ban Gayee,46514
2023-08-31 09:00,Aastha Gill,"Kamariya (From ""Stree"")",638
2023-08-31 09:00,Aastha Gill,"Kamariya (From ""Stree"")",488
2023-08-31 09:00,Neha Kakkar,"O Saki Saki (From ""Batla House"")",839
2023-08-31 09:00,Neha Kakkar,"O Saki Saki (From ""Batla House"")",851
2023-08-31 09:01,Guru Randhawa,Moon Rise,868
2023-08-31 09:01,Yo Yo Honey Singh,Gur Nalo Ishq Mitha - The Yoyo Remake,23
2023-08-31 09:01,Vishal-Shekhar,Nashe Si Chadh Gayi,591
2023-08-31 09:01,Imran Khan,Hey Girl,46258
2023-08-31 09:02,Timbaland,Carry Out (Featuring Justin Timberlake),22203
2023-08-31 09:02,Timbaland,Give It To Me,3920
2023-08-31 09:02,Timbaland,Give It To Me,5637
2023-08-31 09:02,Eve,Tambourine,73
2023-08-31 09:02,Vishal-Shekhar,Nashe Si Chadh Gayi,22552
2023-08-31 09:03,JAY-Z,Empire State Of Mind,38394
2023-08-31 09:03,Chris Brown,Gimme That Remix (feat. Lil' Wayne),13798
2023-08-31 09:03,Nelly,Body On Me,1761
2023-08-31 09:04,USHER,Yeah! (feat. Lil Jon & Ludacris),2646
2023-08-31 09:04,G-Unit,Poppin' Them Thangs,60347
2023-08-31 09:04,Chris Brown,Under The Influence,1100
2023-08-31 09:05,Chris Brown,Run It! (feat. Juelz Santana),1733
2023-08-31 09:05,Chris Brown,Gimme That,2026
2023-08-31 09:05,Beyoncé,Single Ladies (Put a Ring on It),12475
2023-08-31 09:05,USHER,OMG (feat. will.i.am),10486
2023-08-31 09:08,JAY-Z,Run This Town,195146
2023-08-31 09:11,Timbaland,The Way I Are,135128
2023-08-31 09:14,Sean Paul,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,134199
2023-08-31 09:15,Sean Paul,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,1063
2023-08-31 09:15,Sean Paul,Temperature,98760
2023-08-31 09:17,50 Cent,In Da Club,1198
2023-08-31 09:17,Nelly,Ride Wit Me,5095
2023-08-31 09:17,USHER,DJ Got Us Fallin' In Love (feat. Pitbull),704
2023-08-31 09:17,Tinashe,2 On (feat. ScHoolboy Q),5501
2023-08-31 09:17,Sean Paul,Temperature,96519
2023-08-31 09:21,50 Cent,Ayo Technology,247946
2023-08-31 09:22,Kanye West,Heartless,20265
2023-09-01 10:42,Shakira,Hips Don't Lie (feat. Wyclef Jean),6563
2023-09-01 10:42,Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),2240
2023-09-01 10:42,Ammy Virk,Solid,2580
2023-09-01 10:42,Dr. Dre,The Next Episode,3661
2023-09-01 10:42,Jason Derulo,It Girl,1210
2023-09-01 10:43,Black Eyed Peas,The Time (Dirty Bit),3090
2023-09-01 11:30,Eminem,Not Afraid,1560
2023-09-01 11:30,Edward Maya,Stereo Love - Edit,1370
2023-09-01 11:30,Jason Derulo,Ridin' Solo,199520
2023-09-01 11:30,Eminem,Love The Way You Lie,1370
2023-09-01 11:30,Adam Lambert,Whataya Want from Me,1320
2023-09-01 11:30,Kesha,Blah Blah Blah (feat. 3OH!3),1400
2023-09-01 11:30,B.o.B,Airplanes (feat. Hayley Williams of Paramore),1080
2023-09-01 11:30,Rihanna,Te Amo,5230
2023-09-01 11:30,Rihanna,Te Amo,1420
2023-09-01 11:30,Lil Wayne,Right Above It,8740
2023-09-01 11:30,Jay Sean,Down,1370
2023-09-01 11:30,Kesha,TiK ToK,1390
2023-09-01 11:30,USHER,DJ Got Us Fallin' In Love (feat. Pitbull),1990
2023-09-01 11:30,K'NAAN,Wavin' Flag,1410
2023-09-01 11:30,Neon Trees,Animal,1530
2023-09-01 11:30,Maroon 5,Misery,1220
2023-09-01 11:30,The Wanted,All Time Low,2020
2023-09-01 11:30,CeeLo Green,Forget You,1180
2023-09-01 11:30,Chris Brown,Deuces (feat. Tyga & Kevin McCall),1310
2023-09-01 11:30,Chris Brown,Deuces (feat. Tyga & Kevin McCall),2310
2023-09-01 11:30,Tim Berg,Bromance - Avicii's Radio Edit,8350
2023-09-01 11:30,Glee Cast,Don't Stop Believin' (Glee Cast Version) - Cover of Journey,1530
2023-09-01 11:31,Cali Swag District,Teach Me How to Dougie,8650
2023-09-01 11:35,USHER,OMG (feat. will.i.am),269493
2023-09-01 11:38,David Guetta,Memories (feat. Kid Cudi),210853
2023-09-01 11:42,Aloe Blacc,I Need A Dollar,4200
2023-09-01 11:42,Lady A,Need You Now,750
2023-09-01 11:42,Taio Cruz,Break Your Heart,1500
2023-09-01 11:42,Mike Posner,Cooler Than Me - Single Mix,1040
2023-09-01 11:42,Swedish House Mafia,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,2570
2023-09-01 11:42,The Band Perry,If I Die Young,11648
2023-09-01 11:42,Jason Derulo,In My Head,1480
2023-09-01 11:42,Rihanna,Only Girl (In The World),235493
2023-09-01 12:42,Jason Derulo,In My Head,199026
2023-09-01 12:45,Ludacris,How Low,15507
2023-09-01 12:45,Jay Sean,Do You Remember,1090
2023-09-01 12:45,Taio Cruz,Break Your Heart,201546
2023-09-01 12:45,Two Door Cinema Club,What You Know,1090
2023-09-01 12:45,Owl City,Fireflies,1110
2023-09-01 12:45,Take That,The Flood,1540
2023-09-01 12:45,Iyaz,Replay,1610
2023-09-01 12:45,The Script,For the First Time,1200
2023-09-01 12:45,Justin Bieber,Baby,1260
2023-09-01 12:45,Ludacris,My Chick Bad,990
2023-09-01 12:45,Katy Perry,Teenage Dream,1410
2023-09-01 12:45,Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),1230
2023-09-01 12:45,The Saturdays,Higher,860
2023-09-01 12:45,Robyn,Dancing On My Own,1220
2023-09-01 12:45,Lady Gaga,Telephone,850
2023-09-01 12:45,Timbaland,If We Ever Meet Again (Featuring Katy Perry),1720
2023-09-01 12:46,Guru Randhawa,Designer Remix,13570
2023-09-01 12:46,Alonestar,Street Life,1260
2023-09-01 12:46,Alicia Keys,Empire State of Mind (Part II) Broken Down,910
2023-09-01 12:46,Shubh,One Love,1110
2023-09-01 12:46,Lehmber Hussainpuri,Jhatka,1340
2023-09-01 12:46,Diwakar Sharma,Ajab Si Unplugged,1140
2023-09-01 12:46,Ez Mil,Realest (with Eminem),1210
2023-09-01 12:46,JAY-Z,Young Forever,7330
2023-09-01 12:46,A.R. Rahman,VT’s Play,980
2023-09-01 12:46,cassö,Prada,1330
2023-09-01 12:46,Pitbull,JUMPIN - Timmy Trumpet Remix,2290
2023-09-01 12:46,Karan Aujla,Try Me,4160
2023-09-01 12:46,Taylor Swift,Back To December,1140
2023-09-01 12:46,Trey Songz,Say Aah (feat. Fabolous),12080
2023-09-01 12:47,Leona Lewis,Bleeding Love,1350
2023-09-01 12:47,Kay v Singh,KEG,10460
2023-09-01 12:47,Chris Brown,Forever,1510
2023-09-01 12:47,David Guetta,When Love Takes Over (feat. Kelly Rowland),910
2023-09-01 12:47,Justin Timberlake,Rock Your Body,1420
2023-09-01 12:47,Lady Gaga,Bad Romance,1480
2023-09-01 12:47,Camilo,Palpita,37010
2023-09-01 12:47,Katy Perry,Hot N Cold,3460
2023-09-01 12:47,Bebe Rexha,One in a Million,1470
2023-09-01 12:48,Gwen Stefani,The Sweet Escape,1450
2023-09-01 12:48,Ne-Yo,Closer,1220
2023-09-01 12:48,Ne-Yo,Closer,2650
2023-09-01 12:48,Kore,Just Married,3420
2023-09-01 12:48,Rihanna,Don't Stop The Music,1670
2023-09-01 12:48,David Guetta,When Love Takes Over (feat. Kelly Rowland),1120
2023-09-01 12:48,Rihanna,SOS,3370
2023-09-01 12:48,Rihanna,SOS,890
2023-09-01 12:48,Justin Timberlake,Rock Your Body,5650
2023-09-01 12:48,Miley Cyrus,Party In The U.S.A.,1360
2023-09-01 12:48,Coldplay,Viva La Vida,1940
2023-09-01 12:48,Dr. Dre,What's The Difference,14450
2023-09-01 12:48,Black Eyed Peas,Let's Get It Started - Spike Mix,1560
2023-09-01 12:48,Estelle,American Boy,14620
2023-09-01 12:49,The Notorious B.I.G.,Big Poppa - 2005 Remaster,4540
2023-09-01 12:52,2 Chainz,We Own It (Fast & Furious),227906
2023-09-01 12:55,Kanye West,Heartless,191142
2023-09-01 13:00,Eminem,The Real Slim Shady,284200
2023-09-01 13:04,JAY-Z,No Church In The Wild,7222
2023-09-01 13:04,Eminem,Without Me,286679
2023-09-01 13:04,Future,Mask Off,1060
2023-09-01 13:05,KAROL G,La Vida Es Una (From Puss in Boots: The Last Wish),1030
2023-09-01 13:05,Sofía Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",1250
2023-09-01 13:05,Heuss L'enfoiré,Moulaga,2370
2023-09-01 13:05,Bad Meets Evil,Fast Lane,1220
2023-09-01 13:05,J Balvin,In Da Getto,2340
2023-09-01 13:07,Dj LK da Escócia,Tubarão Te Amo,149076
2023-09-01 13:10,Nicki Minaj,Tukoh Taka - Official FIFA Fan Festival™ Anthem,178529
2023-09-01 13:10,Willy William,Ego - Radio Edit,4180
2023-09-01 13:10,Travis Scott,K-POP,12914
2023-09-01 13:10,Kendji Girac,Color Gitano,1120
2023-09-01 13:10,Shakira,"Whenever, Wherever",1200
2023-09-01 13:10,KAROL G,OJOS FERRARI,1840
2023-09-01 13:13,Shakira,Hips Don't Lie (feat. Wyclef Jean),1000
2023-09-01 13:13,Pitbull,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte),151840
2023-09-01 13:13,Farruko,Pepas,1780
2023-09-01 13:13,Elvis Crespo,Suavemente,1650
2023-09-01 13:17,Pitbull,Fireball (feat. John Ryan),236200
2023-09-01 14:39,Ozuna,Hey Mor,3330
2023-09-01 14:39,Shakira,La Tortura (feat. Alejandro Sanz),181859
2023-09-01 15:48,Bad Bunny,Moscow Mule,23480
2023-09-02 03:40,Camilo,Palpita,0
2023-09-02 03:43,Cheema Y,California Love,175686
2023-09-02 03:45,Jordan Sandhu,Nimm Thalle,114392
2023-09-02 03:46,Gurnazar,Reejan,56490
2023-09-02 03:46,Akhil,Close,2680
2023-09-02 03:46,Karan Aujla,Jee Ni Lagda,16675
2023-09-02 03:46,Chani Nattan,Noormahal,0
2023-09-02 03:46,Harnoor,Never Mine,1530
2023-09-02 03:47,Babbal Rai,Suit Chakvein,0
2023-09-02 03:47,Amrit Maan,Whenever,0
2023-09-02 03:47,Sunanda Sharma,Udh Di Phiran,0
2023-09-02 03:47,Karan Aujla,Admirin' You (feat. Preston Pablo),22160
2023-09-02 03:47,Garry on the Track,Heeriye,9975
2023-09-02 03:47,Tegi Pannu,TERE BINA,0
2023-09-02 03:47,The Landers,Double Daaru,0
2023-09-02 03:49,Ammy Virk,Solid,97374
2023-09-02 03:50,Amit Trivedi,Daryaa,4620
2023-09-02 03:50,Sunny Yaduvanshi,Yadav Brand 2 (Slowed Reverb),19502
2023-09-02 03:50,Dr Zeus,"Woofer (feat. Snoop Dogg, Zora Randhawa & Nargis Fakhri)",642
2023-09-02 03:50,Ammy Virk,Chann Sitare,120
2023-09-02 03:51,Arjan Dhillon,Setting,75697
2023-09-02 03:51,Khan Bhaini,Proud To Be Desi,3712
2023-09-02 03:51,Bir,Afterhours,10701
2023-09-02 03:52,Zehr Vibe,Distance Love,6241
2023-09-02 03:52,Tegi Pannu,Schedule,19666
2023-09-02 03:53,Prince Narula,Todh,69691
2023-09-02 03:54,Pav Dharia,Na Ja,1620
2023-09-02 03:54,Ammy Virk,Qismat,24478
2023-09-02 03:54,Jasmine Sandlas,Sip Sip,2236
2023-09-02 03:55,Jassa Dhillon,SPAIN,82313
2023-09-02 03:56,Garry Sandhu,Illegal Weapon,36825
2023-09-02 03:58,Babbu Maan,Kabza,117440
2023-09-02 03:59,Diljit Dosanjh,Umbrella,3550
2023-09-02 03:59,Deep Money,Carrera,70522
2023-09-02 03:59,DJ Sanj,Nakhreya Mari,2874
2023-09-02 04:00,Diljit Dosanjh,Umbrella,301
2023-09-02 04:00,Cheema Y,California Love,2722
2023-09-02 04:00,Cheema Y,California Love,6526
2023-09-02 04:01,Tanishk Bagchi,"Najaa (From ""Sooryavanshi"")",812
2023-09-02 04:01,Arjan Dhillon,Jawani,99446
2023-09-02 04:03,Lehmber Hussainpuri,Mera Mahi Tu Pateya,114074
2023-09-02 04:05,Babbu Maan,Saaun Di Jhadi,106869
2023-09-02 04:05,Garry Sandhu,Minna Minna,15133
2023-09-02 04:05,Jasmine Sandlas,"Illegal Weapon 2.0 (From ""Street Dancer 3D"")",23
2023-09-02 04:06,Jassa Dhillon,Bhalwani Gedi,2453
2023-09-02 04:06,Garry Sandhu,Yeh Baby,40328
2023-09-02 04:06,Varinder Brar,12 Bande,0
2023-09-02 04:06,Vicky,Top Notch Gabru,5579
